proj	ts	deg	stage	art	seq	feat	phase	verdict	action	nrub	nfail	nblk	nadv	nesc
PRPs-agentic-eng	2026-07-23T21:52:44Z	0	code-review	figma-implementation-track-phase-7-surface-integration	2	figma-implementation-track	7	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-24T22:18:29Z	0	code-review	figma-visual-first-track-phase-1-foundations	1	figma-visual-first-track	1	CHANGES_REQUESTED	rubric_fail	15	2	2	0	0
PRPs-agentic-eng	2026-07-24T22:39:22Z	0	code-review	figma-visual-first-track-phase-1-foundations	2	figma-visual-first-track	1	APPROVED	final_flip	15	0	0	0	0
PRPs-agentic-eng	2026-07-24T00:00:00Z	0	code-review	figma-visual-first-track-phase-2-prd-authoring	1	figma-visual-first-track	2	CHANGES_REQUESTED	rubric_fail	13	1	1	0	0
PRPs-agentic-eng	2026-07-25T02:56:48Z	0	code-review	figma-visual-first-track-phase-2-prd-authoring	2	figma-visual-first-track	2	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-25T15:17:47Z	0	code-review	figma-visual-first-track-phase-3-plan-visual	1	figma-visual-first-track	3	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-26T02:32:50Z	0	code-review	figma-visual-first-track-phase-4-plan-logic-ledger	1	figma-visual-first-track	4	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-26T03:16:00Z	0	code-review	figma-visual-first-track-phase-4-plan-logic-ledger	2	figma-visual-first-track	4	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-27T12:25:28Z	0	code-review	figma-visual-first-track-phase-5-implement-time-gate	1	figma-visual-first-track	5	APPROVED	final_flip	1	0	0	0	0
PRPs-agentic-eng	2026-07-27T14:35:00Z	0	code-review	figma-visual-first-track-phase-5-implement-time-gate	2	figma-visual-first-track	5	CHANGES_REQUESTED	rubric_fail	14	1	1	0	0
PRPs-agentic-eng	2026-07-27T16:10:00Z	0	code-review	figma-visual-first-track-phase-5-implement-time-gate	3	figma-visual-first-track	5	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-27T00:00:00Z	0	code-review	figma-visual-first-track-phase-6-orchestrator-wiring	1	figma-visual-first-track	6	APPROVED	final_flip	15	0	0	0	0
PRPs-agentic-eng	2026-07-27T23:28:15Z	0	code-review	figma-visual-first-track-phase-7-surface-integration-dogfood	1	figma-visual-first-track	7	APPROVED	final_flip	15	0	0	0	0
PRPs-agentic-eng	2026-07-31T17:36:42Z	0	code-review	fix-degenerate-t000000-timestamps-in-relay-reviewer-jsonl	1	-	-	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-24T02:35:56Z	0	code-review	fix-design-system-config-producer	1	-	-	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-15T00:00:00Z	0	code-review	implement-phase-docs-sync-phase-1-agent-capability-config-surface	1	implement-phase-docs-sync	1	CHANGES_REQUESTED	rubric_fail	15	2	2	0	0
PRPs-agentic-eng	2026-07-15T15:41:15Z	0	code-review	implement-phase-docs-sync-phase-1-agent-capability-config-surface	2	implement-phase-docs-sync	1	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-16T02:12:59Z	0	code-review	implement-phase-docs-sync-phase-2-relay-implement-dispatch	1	implement-phase-docs-sync	2	CHANGES_REQUESTED	rubric_fail	15	3	3	0	0
PRPs-agentic-eng	2026-07-16T03:47:00Z	0	code-review	implement-phase-docs-sync-phase-2-relay-implement-dispatch	2	implement-phase-docs-sync	2	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-16T18:55:43Z	0	code-review	implement-phase-docs-sync-phase-3-approve-as-safety-net	1	implement-phase-docs-sync	3	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-16T19:05:00Z	0	code-review	implement-phase-docs-sync-phase-4-docs-site	1	implement-phase-docs-sync	4	CHANGES_REQUESTED	rubric_fail	15	3	3	0	0
PRPs-agentic-eng	2026-07-16T20:15:00Z	0	code-review	implement-phase-docs-sync-phase-4-docs-site	2	implement-phase-docs-sync	4	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-28T17:04:40Z	0	code-review	make-the-silent-failure-paths-in	1	-	-	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-29T00:00:00Z	0	code-review	move-relays-three-helper-scripts-into-the-plugin	1	-	-	CHANGES_REQUESTED	rubric_fail	13	1	1	0	0
PRPs-agentic-eng	2026-07-29T01:20:00Z	0	code-review	move-relays-three-helper-scripts-into-the-plugin	2	-	-	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-26T07:02:32Z	0	code-review	plan-reviewer-action-validate-contradiction-check	1	-	-	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-28T23:19:51Z	0	code-review	reconcile-three-independently-authored-extensions-to-plugin	1	-	-	CHANGES_REQUESTED	rubric_fail	14	1	1	0	0
PRPs-agentic-eng	2026-07-28T23:59:37Z	0	code-review	reconcile-three-independently-authored-extensions-to-plugin	2	-	-	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-12T15:33:42Z	0	code-review	relay-qa-report-command-phase-1-command-file	1	relay-qa-report-command	1	CHANGES_REQUESTED	rubric_fail	14	1	1	0	0
PRPs-agentic-eng	2026-07-12T15:40:21Z	0	code-review	relay-qa-report-command-phase-1-command-file	2	relay-qa-report-command	1	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-12T16:08:38Z	0	code-review	relay-qa-report-command-phase-2-canonical-docs	1	relay-qa-report-command	2	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-12T18:30:00Z	0	code-review	relay-qa-report-command-phase-3-documentation-site-plugin-bump	1	relay-qa-report-command	3	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-12T17:11:00Z	0	code-review	relay-qa-report-command-phase-4-dogfood	1	relay-qa-report-command	4	CHANGES_REQUESTED	rubric_fail	15	3	3	0	0
PRPs-agentic-eng	2026-07-12T17:18:18Z	0	code-review	relay-qa-report-command-phase-4-dogfood	2	relay-qa-report-command	4	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-09T18:28:26Z	0	code-review	test-pair-universalization-phase-1-rename-behavior-preserving	1	test-pair-universalization	1	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-10T04:15:00Z	0	code-review	test-pair-universalization-phase-2-test-writer-mode-lifecycle	1	test-pair-universalization	2	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-10T18:07:22Z	0	code-review	test-pair-universalization-phase-3-test-reviewer-mode-legitimacy	1	test-pair-universalization	3	CHANGES_REQUESTED	rubric_fail	14	1	1	0	0
PRPs-agentic-eng	2026-07-10T18:32:41Z	0	code-review	test-pair-universalization-phase-3-test-reviewer-mode-legitimacy	2	test-pair-universalization	3	CHANGES_REQUESTED	rubric_fail	14	1	1	0	0
PRPs-agentic-eng	2026-07-10T18:24:50Z	0	code-review	test-pair-universalization-phase-3-test-reviewer-mode-legitimacy	3	test-pair-universalization	3	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-10T18:55:26Z	0	code-review	test-pair-universalization-phase-4-post-green-b5-ledger-awareness	1	test-pair-universalization	4	CHANGES_REQUESTED	rubric_fail	14	1	1	0	0
PRPs-agentic-eng	2026-07-10T19:20:00Z	0	code-review	test-pair-universalization-phase-4-post-green-b5-ledger-awareness	2	test-pair-universalization	4	CHANGES_REQUESTED	rubric_fail	14	1	1	0	0
PRPs-agentic-eng	2026-07-10T19:14:53Z	0	code-review	test-pair-universalization-phase-4-post-green-b5-ledger-awareness	3	test-pair-universalization	4	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-12T23:30:24Z	0	code-review	validation-suite-phase-1-harness-scaffold	1	validation-suite	1	CHANGES_REQUESTED	rubric_fail	13	1	1	0	0
PRPs-agentic-eng	2026-07-12T23:38:59Z	0	code-review	validation-suite-phase-1-harness-scaffold	2	validation-suite	1	CHANGES_REQUESTED	rubric_fail	14	1	1	0	0
PRPs-agentic-eng	2026-07-12T23:47:02Z	0	code-review	validation-suite-phase-1-harness-scaffold	3	validation-suite	1	CHANGES_REQUESTED	rubric_fail	14	1	1	0	0
PRPs-agentic-eng	2026-07-12T23:54:54Z	0	code-review	validation-suite-phase-1-harness-scaffold	4	validation-suite	1	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-13T15:09:26Z	0	code-review	validation-suite-phase-2-static-checks	1	validation-suite	2	CHANGES_REQUESTED	rubric_fail	14	3	3	0	0
PRPs-agentic-eng	2026-07-13T16:50:00Z	0	code-review	validation-suite-phase-2-static-checks	2	validation-suite	2	APPROVED	final_flip	15	0	0	0	0
PRPs-agentic-eng	2026-07-13T18:38:23Z	0	code-review	validation-suite-phase-3-go-green	1	validation-suite	3	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-13T19:10:13Z	0	code-review	validation-suite-phase-4-pre-commit-wiring	1	validation-suite	4	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-13T19:42:34Z	0	code-review	validation-suite-phase-5-eval-layer	1	validation-suite	5	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-31T00:00:00Z	1	plan-review	add-an-11th-static-check-to-scriptsvalidate-that	1	-	-	CHANGES_REQUESTED	rubric_fail	21	2	2	0	0
PRPs-agentic-eng	2026-07-31T18:30:09Z	0	plan-review	add-an-11th-static-check-to-scriptsvalidate-that	2	-	-	APPROVED	final_flip	21	0	0	0	0
PRPs-agentic-eng	2026-07-28T00:00:00Z	0	plan-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	1	-	-	CHANGES_REQUESTED	rubric_fail	18	2	2	0	0
PRPs-agentic-eng	2026-07-28T00:15:00Z	0	plan-review	add-an-8th-fixed-deterministic-check-r-coh-validate-search	2	-	-	APPROVED	final_flip	18	0	0	0	0
PRPs-agentic-eng	2026-07-31T20:52:53Z	0	plan-review	close-the-consumer-half-of-the-v0250-reviewstartedat	1	-	-	CHANGES_REQUESTED	rubric_fail	20	3	3	0	0
PRPs-agentic-eng	2026-07-31T21:02:34Z	0	plan-review	close-the-consumer-half-of-the-v0250-reviewstartedat	2	-	-	APPROVED	final_flip	21	0	0	0	0
PRPs-agentic-eng	2026-07-31T21:12:59Z	0	plan-review	close-the-consumer-half-of-the-v0250-reviewstartedat	3	-	-	CHANGES_REQUESTED	rubric_fail	22	3	3	0	0
PRPs-agentic-eng	2026-07-31T21:22:26Z	0	plan-review	close-the-consumer-half-of-the-v0250-reviewstartedat	4	-	-	CHANGES_REQUESTED	rubric_fail	21	1	1	0	0
PRPs-agentic-eng	2026-07-31T21:29:21Z	0	plan-review	close-the-consumer-half-of-the-v0250-reviewstartedat	5	-	-	APPROVED	final_flip	21	0	0	0	0
PRPs-agentic-eng	2026-07-31T00:00:00Z	0	plan-review	close-the-validation-docs-debt-recorded-in	1	-	-	CHANGES_REQUESTED	rubric_fail	21	2	2	0	0
PRPs-agentic-eng	2026-07-31T15:00:00Z	0	plan-review	close-the-validation-docs-debt-recorded-in	2	-	-	APPROVED	final_flip	21	0	0	0	0
PRPs-agentic-eng	2026-07-31T22:52:21Z	0	plan-review	correct-stale-check-count-claims-on-the-validation-suite	1	-	-	CHANGES_REQUESTED	rubric_fail	21	2	2	0	0
PRPs-agentic-eng	2026-07-31T22:54:05Z	0	plan-review	correct-stale-check-count-claims-on-the-validation-suite	2	-	-	APPROVED	final_flip	20	0	0	0	0
PRPs-agentic-eng	2026-07-31T23:14:19Z	0	plan-review	correct-the-stale-133-unit-test-total-in-the	1	-	-	APPROVED	final_flip	20	0	0	0	0
PRPs-agentic-eng	2026-07-23T00:00:00Z	0	plan-review	enforce-figma-component-reuse-per-ac-2-of-figma-implementation-track	1	-	-	APPROVED	final_flip	17	0	0	0	0
PRPs-agentic-eng	2026-07-22T00:00:00Z	0	plan-review	figma-implementation-track-phase-1-foundations	1	figma-implementation-track	1	CHANGES_REQUESTED	rubric_fail	14	3	3	0	0
PRPs-agentic-eng	2026-07-22T00:00:00Z	0	plan-review	figma-implementation-track-phase-1-foundations	2	figma-implementation-track	1	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-22T00:00:00Z	0	plan-review	figma-implementation-track-phase-2-mcp-access-spike	1	figma-implementation-track	2	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-22T00:00:00Z	0	plan-review	figma-implementation-track-phase-3-component-map	1	figma-implementation-track	3	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-23T00:00:00Z	0	plan-review	figma-implementation-track-phase-4-design-spec	1	figma-implementation-track	4	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-23T00:00:00Z	0	plan-review	figma-implementation-track-phase-5-plan-integration	1	figma-implementation-track	5	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-23T00:00:00Z	0	plan-review	figma-implementation-track-phase-6-visual-loop	1	figma-implementation-track	6	CHANGES_REQUESTED	rubric_fail	17	4	4	0	0
PRPs-agentic-eng	2026-07-23T00:05:00Z	0	plan-review	figma-implementation-track-phase-6-visual-loop	2	figma-implementation-track	6	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-23T12:00:00Z	0	plan-review	figma-implementation-track-phase-7-surface-integration	1	figma-implementation-track	7	CHANGES_REQUESTED	rubric_fail	15	3	3	0	0
PRPs-agentic-eng	2026-07-23T18:45:00Z	0	plan-review	figma-implementation-track-phase-7-surface-integration	2	figma-implementation-track	7	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-24T00:00:00Z	0	plan-review	figma-visual-first-track-phase-1-foundations	1	figma-visual-first-track	1	CHANGES_REQUESTED	rubric_fail	14	1	1	0	0
PRPs-agentic-eng	2026-07-24T00:00:00Z	0	plan-review	figma-visual-first-track-phase-1-foundations	2	figma-visual-first-track	1	CHANGES_REQUESTED	rubric_fail	15	1	1	0	0
PRPs-agentic-eng	2026-07-24T00:00:00Z	0	plan-review	figma-visual-first-track-phase-1-foundations	3	figma-visual-first-track	1	CHANGES_REQUESTED	rubric_fail	16	2	2	0	0
PRPs-agentic-eng	2026-07-24T00:00:00Z	0	plan-review	figma-visual-first-track-phase-1-foundations	4	figma-visual-first-track	1	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-24T00:00:00Z	0	plan-review	figma-visual-first-track-phase-2-prd-authoring	1	figma-visual-first-track	2	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-25T12:00:00Z	0	plan-review	figma-visual-first-track-phase-3-plan-visual	1	figma-visual-first-track	3	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-25T00:00:00Z	0	plan-review	figma-visual-first-track-phase-4-plan-logic-ledger	1	figma-visual-first-track	4	CHANGES_REQUESTED	rubric_fail	16	2	2	0	0
PRPs-agentic-eng	2026-07-25T00:00:00Z	0	plan-review	figma-visual-first-track-phase-4-plan-logic-ledger	2	figma-visual-first-track	4	CHANGES_REQUESTED	rubric_fail	15	1	1	0	0
PRPs-agentic-eng	2026-07-25T00:00:00Z	0	plan-review	figma-visual-first-track-phase-4-plan-logic-ledger	3	figma-visual-first-track	4	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-26T18:42:00Z	0	plan-review	figma-visual-first-track-phase-5-implement-time-gate	1	figma-visual-first-track	5	CHANGES_REQUESTED	rubric_fail	15	2	2	0	0
PRPs-agentic-eng	2026-07-26T20:10:00Z	0	plan-review	figma-visual-first-track-phase-5-implement-time-gate	2	figma-visual-first-track	5	CHANGES_REQUESTED	rubric_fail	18	5	5	0	0
PRPs-agentic-eng	2026-07-27T16:45:00Z	0	plan-review	figma-visual-first-track-phase-5-implement-time-gate	3	figma-visual-first-track	5	CHANGES_REQUESTED	rubric_fail	15	1	1	0	0
PRPs-agentic-eng	2026-07-27T18:20:00Z	0	plan-review	figma-visual-first-track-phase-5-implement-time-gate	4	figma-visual-first-track	5	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-27T00:00:00Z	0	plan-review	figma-visual-first-track-phase-6-orchestrator-wiring	1	figma-visual-first-track	6	CHANGES_REQUESTED	rubric_fail	18	4	4	0	0
PRPs-agentic-eng	2026-07-27T00:00:00Z	0	plan-review	figma-visual-first-track-phase-6-orchestrator-wiring	2	figma-visual-first-track	6	CHANGES_REQUESTED	rubric_fail	17	3	3	0	0
PRPs-agentic-eng	2026-07-27T00:00:00Z	0	plan-review	figma-visual-first-track-phase-6-orchestrator-wiring	3	figma-visual-first-track	6	APPROVED	final_flip	15	0	0	0	0
PRPs-agentic-eng	2026-07-27T00:00:00Z	0	plan-review	figma-visual-first-track-phase-7-surface-integration-dogfood	1	figma-visual-first-track	7	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-31T17:07:18Z	0	plan-review	fix-degenerate-t000000-timestamps-in-relay-reviewer-jsonl	1	-	-	CHANGES_REQUESTED	rubric_fail	20	3	3	0	0
PRPs-agentic-eng	2026-07-31T17:09:04Z	0	plan-review	fix-degenerate-t000000-timestamps-in-relay-reviewer-jsonl	2	-	-	APPROVED	final_flip	20	0	0	0	0
PRPs-agentic-eng	2026-07-23T00:00:00Z	0	plan-review	fix-design-system-config-producer	1	-	-	CHANGES_REQUESTED	rubric_fail	18	1	1	0	0
PRPs-agentic-eng	2026-07-23T01:00:00Z	0	plan-review	fix-design-system-config-producer	2	-	-	APPROVED	final_flip	17	0	0	0	0
PRPs-agentic-eng	2026-07-15T00:00:00Z	0	plan-review	implement-phase-docs-sync-phase-1-agent-capability-config-surface	1	implement-phase-docs-sync	1	CHANGES_REQUESTED	rubric_fail	14	2	2	0	0
PRPs-agentic-eng	2026-07-15T01:00:00Z	0	plan-review	implement-phase-docs-sync-phase-1-agent-capability-config-surface	2	implement-phase-docs-sync	1	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-15T00:00:00Z	0	plan-review	implement-phase-docs-sync-phase-2-relay-implement-dispatch	1	implement-phase-docs-sync	2	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-16T00:00:00Z	0	plan-review	implement-phase-docs-sync-phase-2-relay-implement-dispatch	2	implement-phase-docs-sync	2	CHANGES_REQUESTED	rubric_fail	15	1	1	0	0
PRPs-agentic-eng	2026-07-16T00:00:00Z	0	plan-review	implement-phase-docs-sync-phase-2-relay-implement-dispatch	3	implement-phase-docs-sync	2	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-16T00:00:00Z	0	plan-review	implement-phase-docs-sync-phase-2-relay-implement-dispatch	4	implement-phase-docs-sync	2	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-16T00:00:00Z	0	plan-review	implement-phase-docs-sync-phase-3-approve-as-safety-net	1	implement-phase-docs-sync	3	CHANGES_REQUESTED	rubric_fail	14	1	1	0	0
PRPs-agentic-eng	2026-07-16T00:05:00Z	0	plan-review	implement-phase-docs-sync-phase-3-approve-as-safety-net	2	implement-phase-docs-sync	3	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-16T00:00:00Z	0	plan-review	implement-phase-docs-sync-phase-4-docs-site	1	implement-phase-docs-sync	4	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-16T18:00:00Z	0	plan-review	implement-phase-docs-sync-phase-4-docs-site	2	implement-phase-docs-sync	4	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-07-28T00:00:00Z	0	plan-review	make-the-silent-failure-paths-in	1	-	-	CHANGES_REQUESTED	rubric_fail	17	2	2	0	0
PRPs-agentic-eng	2026-07-28T01:00:00Z	0	plan-review	make-the-silent-failure-paths-in	2	-	-	CHANGES_REQUESTED	rubric_fail	18	2	2	0	0
PRPs-agentic-eng	2026-07-28T02:00:00Z	0	plan-review	make-the-silent-failure-paths-in	3	-	-	CHANGES_REQUESTED	rubric_fail	17	1	1	0	0
PRPs-agentic-eng	2026-07-28T03:00:00Z	0	plan-review	make-the-silent-failure-paths-in	4	-	-	APPROVED	final_flip	17	0	0	0	0
PRPs-agentic-eng	2026-07-29T00:00:00Z	0	plan-review	move-relays-three-helper-scripts-into-the-plugin	1	-	-	CHANGES_REQUESTED	rubric_fail	21	4	4	0	0
PRPs-agentic-eng	2026-07-29T00:00:00Z	0	plan-review	move-relays-three-helper-scripts-into-the-plugin	2	-	-	CHANGES_REQUESTED	rubric_fail	24	4	4	0	0
PRPs-agentic-eng	2026-07-29T00:00:00Z	0	plan-review	move-relays-three-helper-scripts-into-the-plugin	3	-	-	APPROVED	final_flip	25	0	0	0	0
PRPs-agentic-eng	2026-07-26T00:00:00Z	0	plan-review	plan-reviewer-action-validate-contradiction-check	1	-	-	APPROVED	final_flip	17	0	0	0	0
PRPs-agentic-eng	2026-07-28T00:00:00Z	0	plan-review	reconcile-three-independently-authored-extensions-to-plugin	1	-	-	CHANGES_REQUESTED	rubric_fail	20	1	1	0	0
PRPs-agentic-eng	2026-07-28T01:00:00Z	0	plan-review	reconcile-three-independently-authored-extensions-to-plugin	2	-	-	APPROVED	final_flip	19	0	0	0	0
PRPs-agentic-eng	2026-07-12T00:00:00Z	0	plan-review	relay-qa-report-command-phase-1-command-file	1	relay-qa-report-command	1	CHANGES_REQUESTED	rubric_fail	14	3	3	0	0
PRPs-agentic-eng	2026-07-12T00:05:00Z	0	plan-review	relay-qa-report-command-phase-1-command-file	2	relay-qa-report-command	1	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-12T00:00:00Z	0	plan-review	relay-qa-report-command-phase-2-canonical-docs	1	relay-qa-report-command	2	CHANGES_REQUESTED	rubric_fail	14	2	2	0	0
PRPs-agentic-eng	2026-07-12T00:05:00Z	0	plan-review	relay-qa-report-command-phase-2-canonical-docs	2	relay-qa-report-command	2	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-12T00:00:00Z	0	plan-review	relay-qa-report-command-phase-3-documentation-site-plugin-bump	1	relay-qa-report-command	3	CHANGES_REQUESTED	rubric_fail	13	1	1	0	0
PRPs-agentic-eng	2026-07-12T00:15:00Z	0	plan-review	relay-qa-report-command-phase-3-documentation-site-plugin-bump	2	relay-qa-report-command	3	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-12T00:00:00Z	0	plan-review	relay-qa-report-command-phase-4-dogfood	1	relay-qa-report-command	4	CHANGES_REQUESTED	rubric_fail	13	1	1	0	0
PRPs-agentic-eng	2026-07-12T00:05:00Z	0	plan-review	relay-qa-report-command-phase-4-dogfood	2	relay-qa-report-command	4	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-07-30T00:00:00Z	0	plan-review	shift-left-writers-self-check-the-rubric-items-that-reject	1	-	-	CHANGES_REQUESTED	rubric_fail	19	2	2	0	0
PRPs-agentic-eng	2026-07-30T00:00:00Z	0	plan-review	shift-left-writers-self-check-the-rubric-items-that-reject	2	-	-	APPROVED	final_flip	19	0	0	0	0
PRPs-agentic-eng	2026-07-30T00:00:00Z	0	plan-review	shift-left-writers-self-check-the-rubric-items-that-reject	3	-	-	APPROVED	human_authorized_ac_amendment	1	0	0	0	0
PRPs-agentic-eng	2026-07-30T00:00:00Z	0	plan-review	targeted-retry-writers-consume-reviewer-feedback-in-relay	1	-	-	CHANGES_REQUESTED	rubric_fail	19	3	3	0	0
