proj	ts	deg	stage	art	seq	feat	phase	verdict	action	nrub	nfail	nblk	nadv	nesc
PRPs-agentic-eng	2026-08-06T20:38:39Z	0	code-review	figma-quota-resilience-phase-6-design-spec-quota-path	2	figma-quota-resilience	6	CHANGES_REQUESTED	rubric_fail	15	2	2	0	0
PRPs-agentic-eng	2026-08-06T23:00:15Z	0	code-review	figma-quota-resilience-phase-6-design-spec-quota-path	3	figma-quota-resilience	6	CHANGES_REQUESTED	rubric_fail	15	2	2	0	0
PRPs-agentic-eng	2026-08-06T23:22:32Z	0	code-review	figma-quota-resilience-phase-6-design-spec-quota-path	4	figma-quota-resilience	6	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-08-05T18:10:27Z	0	code-review	fix-a-measurement-defect-in-scriptsefficiencymjs-that	1	-	-	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-08-05T18:30:29Z	0	code-review	fix-a-measurement-defect-in-scriptsefficiencymjs-that	2	-	-	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-08-07T03:24:41Z	0	code-review	plan-review-materiality-phase-1-class-taxonomy-gating	1	plan-review-materiality	1	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-08-07T14:50:26Z	0	code-review	plan-review-materiality-phase-2-retry-convergence-ratchet	1	plan-review-materiality	2	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-08-07T17:00:08Z	0	code-review	plan-review-materiality-phase-3-advisory-pass-through	1	plan-review-materiality	3	CHANGES_REQUESTED	rubric_fail	14	1	1	0	0
PRPs-agentic-eng	2026-08-07T17:21:56Z	0	code-review	plan-review-materiality-phase-3-advisory-pass-through	2	plan-review-materiality	3	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-08-07T20:28:08Z	0	code-review	plan-review-materiality-phase-4-measurement-surfaces	1	plan-review-materiality	4	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-08-05T14:44:38Z	0	code-review	tighten-two-items-of-the-plan-writer-pre-emission-self-check	1	-	-	CHANGES_REQUESTED	rubric_fail	14	2	2	0	0
PRPs-agentic-eng	2026-08-05T15:06:24Z	0	code-review	tighten-two-items-of-the-plan-writer-pre-emission-self-check	2	-	-	CHANGES_REQUESTED	rubric_fail	14	2	2	0	0
PRPs-agentic-eng	2026-08-05T15:27:46Z	0	code-review	tighten-two-items-of-the-plan-writer-pre-emission-self-check	3	-	-	APPROVED	final_flip	14	0	0	0	0
PRPs-agentic-eng	2026-08-13T21:52:10Z	0	code-review	usage-metrics-phase-1-codebook-field-contract	1	usage-metrics	1	CHANGES_REQUESTED	rubric_fail	8	1	1	0	0
PRPs-agentic-eng	2026-08-13T21:56:44Z	0	code-review	usage-metrics-phase-1-codebook-field-contract	2	usage-metrics	1	APPROVED	final_flip	8	0	0	0	0
PRPs-agentic-eng	2026-08-13T22:44:02Z	0	code-review	usage-metrics-phase-2-materializer-backfill	1	usage-metrics	2	CHANGES_REQUESTED	rubric_fail	8	1	1	0	0
PRPs-agentic-eng	2026-08-13T22:51:30Z	0	code-review	usage-metrics-phase-2-materializer-backfill	2	usage-metrics	2	APPROVED	final_flip	8	0	0	0	0
PRPs-agentic-eng	2026-08-13T23:12:00Z	0	code-review	usage-metrics-phase-3-layout-scaffolding-reader	1	usage-metrics	3	APPROVED	final_flip	8	0	0	0	0
PRPs-agentic-eng	2026-08-13T23:47:00Z	0	code-review	usage-metrics-phase-4-validation-registry	1	usage-metrics	4	APPROVED	final_flip	8	0	0	0	0
PRPs-agentic-eng	2026-08-03T15:37:02Z	0	plan-review	figma-quota-resilience-phase-1-resource-packaging	1	figma-quota-resilience	1	CHANGES_REQUESTED	rubric_fail	18	3	3	0	0
PRPs-agentic-eng	2026-08-03T16:10:47Z	0	plan-review	figma-quota-resilience-phase-1-resource-packaging	2	figma-quota-resilience	1	CHANGES_REQUESTED	rubric_fail	18	2	2	0	0
PRPs-agentic-eng	2026-08-03T16:34:10Z	0	plan-review	figma-quota-resilience-phase-1-resource-packaging	3	figma-quota-resilience	1	APPROVED	final_flip	17	0	0	0	0
PRPs-agentic-eng	2026-08-03T19:45:00Z	0	plan-review	figma-quota-resilience-phase-2-scoped-scan-metadata-budget	1	figma-quota-resilience	2	APPROVED	final_flip	17	0	0	0	0
PRPs-agentic-eng	2026-08-04T15:28:22Z	0	plan-review	figma-quota-resilience-phase-3-quota-preflight-named-failure	1	figma-quota-resilience	3	CHANGES_REQUESTED	rubric_fail	17	1	1	0	0
PRPs-agentic-eng	2026-08-04T15:40:30Z	0	plan-review	figma-quota-resilience-phase-3-quota-preflight-named-failure	2	figma-quota-resilience	3	APPROVED	final_flip	17	0	0	0	0
PRPs-agentic-eng	2026-08-04T16:59:25Z	0	plan-review	figma-quota-resilience-phase-3-quota-preflight-named-failure	3	figma-quota-resilience	3	APPROVED	final_flip	17	0	0	0	0
PRPs-agentic-eng	2026-08-04T17:28:24Z	0	plan-review	figma-quota-resilience-phase-3-quota-preflight-named-failure	4	figma-quota-resilience	3	APPROVED	final_flip	17	0	0	0	0
PRPs-agentic-eng	2026-08-04T18:53:39Z	0	plan-review	figma-quota-resilience-phase-4-evidence-contract-rungs-r-dm7	1	figma-quota-resilience	4	CHANGES_REQUESTED	rubric_fail	18	2	2	0	0
PRPs-agentic-eng	2026-08-04T19:15:00Z	0	plan-review	figma-quota-resilience-phase-4-evidence-contract-rungs-r-dm7	2	figma-quota-resilience	4	CHANGES_REQUESTED	rubric_fail	19	2	2	0	0
PRPs-agentic-eng	2026-08-04T19:33:25Z	0	plan-review	figma-quota-resilience-phase-4-evidence-contract-rungs-r-dm7	3	figma-quota-resilience	4	APPROVED	final_flip	18	0	0	0	0
PRPs-agentic-eng	2026-08-04T19:56:53Z	0	plan-review	figma-quota-resilience-phase-4-evidence-contract-rungs-r-dm7	4	figma-quota-resilience	4	APPROVED	final_flip	18	0	0	0	0
PRPs-agentic-eng	2026-08-04T22:12:06Z	0	plan-review	figma-quota-resilience-phase-5-checkpoint-resume	1	figma-quota-resilience	5	CHANGES_REQUESTED	rubric_fail	20	3	3	0	0
PRPs-agentic-eng	2026-08-04T22:35:40Z	0	plan-review	figma-quota-resilience-phase-5-checkpoint-resume	2	figma-quota-resilience	5	APPROVED	final_flip	17	0	0	0	0
PRPs-agentic-eng	2026-08-04T22:53:05Z	0	plan-review	figma-quota-resilience-phase-5-checkpoint-resume	3	figma-quota-resilience	5	APPROVED	final_flip	17	0	0	0	0
PRPs-agentic-eng	2026-08-06T20:02:05Z	0	plan-review	figma-quota-resilience-phase-6-design-spec-quota-path	1	figma-quota-resilience	6	APPROVED	final_flip	18	0	0	0	0
PRPs-agentic-eng	2026-08-05T16:24:01Z	0	plan-review	fix-a-measurement-defect-in-scriptsefficiencymjs-that	1	-	-	CHANGES_REQUESTED	rubric_fail	21	1	1	0	0
PRPs-agentic-eng	2026-08-05T16:41:56Z	0	plan-review	fix-a-measurement-defect-in-scriptsefficiencymjs-that	2	-	-	CHANGES_REQUESTED	rubric_fail	22	1	1	0	0
PRPs-agentic-eng	2026-08-05T16:58:50Z	0	plan-review	fix-a-measurement-defect-in-scriptsefficiencymjs-that	3	-	-	APPROVED	final_flip	22	0	0	0	0
PRPs-agentic-eng	2026-08-07T02:47:19Z	0	plan-review	plan-review-materiality-phase-1-class-taxonomy-gating	1	plan-review-materiality	1	APPROVED	final_flip	18	0	0	0	0
PRPs-agentic-eng	2026-08-07T14:21:10Z	0	plan-review	plan-review-materiality-phase-2-retry-convergence-ratchet	1	plan-review-materiality	2	APPROVED	final_flip	18	0	0	0	0
PRPs-agentic-eng	2026-08-07T16:40:45Z	0	plan-review	plan-review-materiality-phase-3-advisory-pass-through	1	plan-review-materiality	3	APPROVED	final_flip	18	0	0	0	0
PRPs-agentic-eng	2026-08-07T19:06:51Z	0	plan-review	plan-review-materiality-phase-4-measurement-surfaces	1	plan-review-materiality	4	CHANGES_REQUESTED	rubric_fail	19	1	1	0	0
PRPs-agentic-eng	2026-08-07T19:23:53Z	0	plan-review	plan-review-materiality-phase-4-measurement-surfaces	2	plan-review-materiality	4	CHANGES_REQUESTED	rubric_fail	19	1	1	0	0
PRPs-agentic-eng	2026-08-07T19:39:56Z	0	plan-review	plan-review-materiality-phase-4-measurement-surfaces	3	plan-review-materiality	4	CHANGES_REQUESTED	rubric_fail	19	1	1	0	0
PRPs-agentic-eng	2026-08-07T20:00:26Z	0	plan-review	plan-review-materiality-phase-4-measurement-surfaces	4	plan-review-materiality	4	APPROVED	final_flip	18	0	0	0	0
PRPs-agentic-eng	2026-08-06T14:17:11Z	0	plan-review	repair-the-stale-document-order-anchor-in-scriptsvalidatec	1	-	-	CHANGES_REQUESTED	rubric_fail	22	2	2	0	0
PRPs-agentic-eng	2026-08-06T14:35:11Z	0	plan-review	repair-the-stale-document-order-anchor-in-scriptsvalidatec	2	-	-	CHANGES_REQUESTED	rubric_fail	22	1	1	0	0
PRPs-agentic-eng	2026-08-06T14:46:07Z	0	plan-review	repair-the-stale-document-order-anchor-in-scriptsvalidatec	3	-	-	APPROVED	final_flip	21	0	0	0	0
PRPs-agentic-eng	2026-08-05T14:18:00Z	0	plan-review	tighten-two-items-of-the-plan-writer-pre-emission-self-check	1	-	-	APPROVED	final_flip	21	0	0	0	0
PRPs-agentic-eng	2026-08-13T21:34:03Z	0	plan-review	usage-metrics-phase-1-codebook-field-contract	1	usage-metrics	1	APPROVED	final_flip	19	0	0	0	0
PRPs-agentic-eng	2026-08-13T22:31:07Z	0	plan-review	usage-metrics-phase-2-materializer-backfill	1	usage-metrics	2	APPROVED	final_flip	18	0	0	0	0
PRPs-agentic-eng	2026-08-13T23:05:00Z	0	plan-review	usage-metrics-phase-3-layout-scaffolding-reader	1	usage-metrics	3	APPROVED	final_flip	15	0	0	0	0
PRPs-agentic-eng	2026-08-13T23:40:00Z	0	plan-review	usage-metrics-phase-4-validation-registry	1	usage-metrics	4	APPROVED	final_flip	11	0	0	0	0
PRPs-agentic-eng	2026-08-04T18:14:41Z	0	test-write-review	figma-quota-resilience	1	-	-	APPROVED	rubric_evaluation	7	0	0	0	0
PRPs-agentic-eng	2026-08-04T21:22:28Z	0	test-write-review	figma-quota-resilience	2	-	-	CHANGES_REQUESTED	rubric_evaluation	7	1	1	0	0
PRPs-agentic-eng	2026-08-04T21:39:16Z	0	test-write-review	figma-quota-resilience	3	-	-	APPROVED	rubric_evaluation	7	0	0	0	0
PRPs-agentic-eng	2026-08-04T23:54:25Z	0	test-write-review	figma-quota-resilience	4	-	-	APPROVED	rubric_evaluation	7	0	0	0	0
PRPs-agentic-eng	2026-08-03T19:05:00Z	0	test-write-review	figma-quota-resilience-phase-1-resource-packaging	1	figma-quota-resilience	1	APPROVED	rubric_evaluation	7	0	0	0	0
PRPs-agentic-eng	2026-08-03T21:00:00Z	0	test-write-review	figma-quota-resilience-phase-2-scoped-scan-metadata-budget	1	figma-quota-resilience	2	APPROVED	rubric_evaluation	7	0	0	0	0
PRPs-agentic-eng	2026-08-05T17:55:54Z	0	test-write-review	fix-a-measurement-defect-in-scriptsefficiencymjs-that	1	-	-	APPROVED	rubric_evaluation	7	0	0	0	0
PRPs-agentic-eng	2026-08-07T13:46:44Z	0	test-write-review	plan-review-materiality-phase-1-class-taxonomy-gating	1	plan-review-materiality	1	APPROVED	rubric_evaluation	7	0	0	0	0
PRPs-agentic-eng	2026-08-07T16:05:09Z	0	test-write-review	plan-review-materiality-phase-2-retry-convergence-ratchet	1	plan-review-materiality	2	APPROVED	rubric_evaluation	7	0	0	0	0
PRPs-agentic-eng	2026-08-07T18:17:11Z	0	test-write-review	plan-review-materiality-phase-3-advisory-pass-through	1	plan-review-materiality	3	CHANGES_REQUESTED	rubric_evaluation	7	1	1	0	0
PRPs-agentic-eng	2026-08-07T18:37:19Z	0	test-write-review	plan-review-materiality-phase-3-advisory-pass-through	2	plan-review-materiality	3	APPROVED	rubric_evaluation	7	0	0	0	0
PRPs-agentic-eng	2026-08-08T02:21:55Z	0	test-write-review	plan-review-materiality-phase-4-measurement-surfaces	1	plan-review-materiality	4	APPROVED	rubric_evaluation	7	0	0	0	0
PRPs-agentic-eng	2026-08-08T05:43:46Z	0	test-write-review	plan-review-materiality-phase-4-measurement-surfaces	2	plan-review-materiality	4	APPROVED	rubric_evaluation	7	0	0	0	0
PRPs-agentic-eng	2026-08-06T15:05:53Z	0	test-write-review	repair-the-stale-document-order-anchor-in-scriptsvalidatec	1	-	-	APPROVED	rubric_evaluation	7	0	0	0	0
PRPs-agentic-eng	2026-08-13T22:08:12Z	0	test-write-review	usage-metrics-phase-1-codebook-field-contract	1	usage-metrics	1	APPROVED	rubric_evaluation	7	0	0	0	0
PRPs-agentic-eng	2026-08-13T22:55:10Z	0	test-write-review	usage-metrics-phase-2-materializer-backfill	1	usage-metrics	2	APPROVED	rubric_evaluation	7	0	0	0	0
PRPs-agentic-eng	2026-08-13T23:18:00Z	0	test-write-review	usage-metrics-phase-3-layout-scaffolding-reader	1	usage-metrics	3	APPROVED	rubric_evaluation	7	0	0	0	0
PRPs-agentic-eng	2026-08-13T23:52:00Z	0	test-write-review	usage-metrics-phase-4-validation-registry	1	usage-metrics	4	APPROVED	rubric_evaluation	7	0	0	0	0
