proj	ts	deg	stage	art	seq	feat	phase	verdict	action	nrub	nfail	nblk	nadv	nesc
PRPs-agentic-eng	2026-05-10T12:00:00Z	0	plan-review	relay-worktree-phase-2-context-builder-extension	2	relay-worktree	2	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-05-11T00:00:00Z	0	plan-review	relay-worktree-phase-3-relay-execute-d4-live-wiring	1	relay-worktree	3	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-05-11T00:00:00Z	0	plan-review	relay-worktree-phase-4-synthetic-dogfood	1	relay-worktree	4	CHANGES_REQUESTED	rubric_fail	13	1	1	0	0
PRPs-agentic-eng	2026-05-11T00:00:00Z	0	plan-review	relay-worktree-phase-4-synthetic-dogfood	2	relay-worktree	4	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-05-11T00:00:00Z	0	plan-review	relay-worktree-phase-5-docs-v0-11-0	1	relay-worktree	5	CHANGES_REQUESTED	rubric_fail	14	3	3	0	0
PRPs-agentic-eng	2026-05-11T00:01:00Z	0	plan-review	relay-worktree-phase-5-docs-v0-11-0	2	relay-worktree	5	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-05-06T00:00:00Z	0	plan-review	tdd-writer-reviewer-phase-1-agent-files-commands-mvp	1	tdd-writer-reviewer	1	APPROVED	final_flip	10	0	0	0	0
PRPs-agentic-eng	2026-05-06T00:00:00Z	0	plan-review	tdd-writer-reviewer-phase-2-synthetic-b8-fixture-rubric-calibration	1	tdd-writer-reviewer	2	APPROVED	final_flip	10	0	0	0	0
PRPs-agentic-eng	2026-05-06T00:00:00Z	0	plan-review	tdd-writer-reviewer-phase-3-relay-execute-integration	1	tdd-writer-reviewer	3	APPROVED	final_flip	10	0	0	0	0
PRPs-agentic-eng	2026-05-06T00:00:00Z	0	plan-review	tdd-writer-reviewer-phase-4-documentation-manifest-bump-v0-10-0	1	tdd-writer-reviewer	4	APPROVED	final_flip	10	0	0	0	0
PRPs-agentic-eng	2026-05-12T00:00:00Z	0	plan-review	test-frameworks-empty-self-skip-phase-1-relay-test-phase-0-gate	1	test-frameworks-empty-self-skip-phase-1-relay-test	0	CHANGES_REQUESTED	rubric_fail	13	1	1	0	0
PRPs-agentic-eng	2026-05-12T00:00:00Z	0	plan-review	test-frameworks-empty-self-skip-phase-1-relay-test-phase-0-gate	2	test-frameworks-empty-self-skip-phase-1-relay-test	0	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-05-12T00:00:00Z	0	plan-review	test-frameworks-empty-self-skip-phase-2-relay-execute-phase-a50-explicit-handling	1	test-frameworks-empty-self-skip	2	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-05-12T00:00:00Z	0	plan-review	test-frameworks-empty-self-skip-phase-3-docsdecisionsmd-codification-entry	1	test-frameworks-empty-self-skip	3	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-05-12T00:00:00Z	0	plan-review	test-frameworks-empty-self-skip-phase-4-docs-site-v0111-patch-release-cut	1	test-frameworks-empty-self-skip	4	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-05-11T00:00:00Z	0	plan-review	worktree-dogfood-A-phase-1-create-dogfood-amd	1	worktree-dogfood-A	1	APPROVED	final_flip	13	0	0	0	0
PRPs-agentic-eng	2026-05-11T00:00:00Z	0	plan-review	worktree-dogfood-B-phase-1-create-dogfood-b-md	1	worktree-dogfood-B	1	APPROVED	final_flip	13	0	0	0	0
